amazing,average,awful,bad,best,decent,disappointing,excellent,fantastic,fine,great,mediocre,okay,poor,satisfactory,terrible,wonderful,worst,sentiment
0.0,0.5359378533868824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5351326377626814,0.0,0.26668426556210245,0.2662451242888549,0.0,0.533288583791393,0.0,0.0,0.0,1.0
0.5760700224969801,0.0,0.0,0.0,0.0,0.334056043236005,0.0,0.5796517496096708,0.0,0.0,0.0,0.33210450155711985,0.0,0.0,0.3320547219627775,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37959495910998015,0.0,0.436407388036949,0.0,0.0,0.21712624323243035,0.0,0.21745176942985875,0.0,0.7556634046694701,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6671658297984653,0.6660672271068238,0.0,0.3335329137035085,0.0,0.0,0.0,
0.9184190121311764,0.17733976999035872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761989708473003,0.0,0.0,0.0,0.3066122091634858,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.5024236294624118,0.0,0.0,0.0,0.0,0.0,0.49948849126268174,0.4986659979987343,0.0,0.49941362225501357,0.0,0.0,0.0,
0.0,0.0,0.0,0.8504733289731209,0.0,0.0,0.2885204647733823,0.0,0.0,0.16528113442978642,0.0,0.0,0.0,0.0,0.0,0.2893394293398855,0.0,0.2870816945456491,0.0
0.0,0.0,0.6605681848514756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7507660575452428,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.42426681082210854,0.7430106424672052,0.0,0.0,0.21235700443406488,0.0,0.0,0.0,0.0,0.0,0.4222328470789775,0.0,0.0,0.21108477901231876,0.0,0.0,0.0,0.0
0.0,0.554748231246995,0.0,0.0,0.0,0.27766648155776263,0.0,0.0,0.0,0.27695737705905854,0.0,0.0,0.0,0.48346637640875073,0.5520059774335977,0.0,0.0,0.0,
0.0,0.3984206689290738,0.0,0.0,0.0,0.0,0.34722597791884935,0.0,0.0,0.0,0.0,0.39651061333564785,0.1979288453836732,0.0,0.19822558991091196,0.6964231558543652,0.0,0.0,
0.0,0.20317561833766423,0.7116354278206151,0.3479643536426308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20220158070227562,0.2018686212027149,0.3541375147840093,0.0,0.0,0.0,0.35237153082444905,
0.0,0.7697131552042537,0.0,0.0,0.0,0.5778933529915069,0.0,0.0,0.0,0.19213917642786255,0.0,0.0,0.0,0.0,0.19147706952888283,0.0,0.0,0.0,1.0
0.7744044650230891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38625169471884885,0.2239604800906234,0.38876194837224975,0.0,0.0,0.0,0.22318871775811186,0.0,0.0,0.0,
0.0,0.33450112788024194,0.0,0.0,0.0,0.33485370848981183,0.0,0.0,0.0,0.3339985592843126,0.0,0.33289750688328834,0.33234933417904,0.0,0.6656952168486034,0.0,0.0,0.0,0.0
0.0,0.757676404259364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770220262045569,0.37640119492948754,0.0,0.37696551386150046,0.0,0.0,0.0,1.0
0.0,0.21899805722167867,0.0,0.0,0.0,0.43845778384937195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716619887978527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.44784725391891694,0.0,0.0,0.0,0.0,0.7754106403467613,0.0,0.0,0.0,0.4451642123916866,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5240009895183582,0.0,0.0,0.0,0.0,0.29918837724602687,0.0,0.5240009895183582,0.2991435314942186,0.0,0.0,0.521387944292558,1.0
0.0,0.33401255348083425,0.0,0.5720394170885499,0.0,0.3343646191090029,0.5821878459834665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33236144916555505,0.0,0.0,0.0,0.0
0.0,0.35492596564904927,0.0,0.0,0.0,0.3553000750402903,0.0,0.0,0.0,0.3543927099158161,0.0,0.3532244266004796,0.7052855642899127,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.3589817972635471,0.7021172031124197,0.0,0.0,0.0,0.0,0.0,0.20467436875393855,0.0,0.0,0.20366372335451488,0.0,0.40793813177805416,0.35830081430693134,0.0,0.0,
0.0,0.5017556940775324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25050091758523924,0.0,0.7490253650925163,0.24926398888991594,0.0,0.24963769755475157,0.0,0.0,0.0,0.0
0.0,0.8173733211074057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40807263248608133,0.0,0.0,0.0,0.0,0.4066664241829283,0.0,0.0,0.0,1.0
0.0,0.3151983495893057,0.0,0.0,0.0,0.31553058412297647,0.5493944652456636,0.0,0.0,0.3147247823012186,0.0,0.0,0.0,0.5493944652456636,0.3136402484049272,0.0,0.0,0.0,
0.0,0.33423028233388724,0.0,0.5724123057266739,0.0,0.0,0.5825673499591296,0.0,0.0,0.0,0.0,0.33262795978877396,0.0,0.0,0.332578101732567,0.0,0.0,0.0,0.0
0.0,0.6900327260990621,0.0,0.0,0.0,0.23025335148877743,0.0,0.0,0.0,0.0,0.0,0.22890822087003304,0.45706256863579553,0.0,0.45774781901244205,0.0,0.0,0.0,0.0
0.4624322803884718,0.0,0.0,0.0,0.4608735009248312,0.0,0.0,0.46530746252218447,0.0,0.5349481321604521,0.0,0.2665923168795696,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.7765000631807754,0.0,0.0,0.0,0.0,0.0,0.514642521144346,0.2568975370886628,0.0,0.25728269033928886,0.0,0.0,0.0,0.0
0.0,0.25876370862015274,0.0,0.0,0.0,0.5180729165436891,0.0,0.0,0.0,0.516749862231491,0.0,0.2575231779259142,0.25709912195093276,0.0,0.5149691548547278,0.0,0.0,0.0,1.0
0.0,0.8165573770976089,0.0,0.0,0.0,0.4087090343290868,0.0,0.0,0.0,0.40766527343552184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.26552137425741457,0.0,0.0,0.0,0.0,0.0,0.2639702092987488,0.0,0.0,0.0,0.9272637857779352,0.0,0.0,1.0
0.0,0.6034961294607822,0.0,0.0,0.0,0.6041322440070822,0.0,0.0,0.0,0.3012947057172932,0.0,0.0,0.2998069663874606,0.0,0.300256451536182,0.0,0.0,0.0,
0.0,0.2040087474638512,0.35727675758640093,0.34939119432492516,0.0,0.40844756539708593,0.0,0.0,0.0,0.0,0.0,0.0,0.20269639093888314,0.0,0.0,0.0,0.0,0.7076328865990654,
0.0,0.0,0.0,0.0,0.0,0.44798007327666456,0.0,0.0,0.0,0.0,0.7756406061271481,0.0,0.44462962572656406,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.46860523607202004,0.0,0.0,0.0,0.23319622271412693,0.0,0.0,0.1335882231619358,0.0,0.0,0.0,0.6995886681423809,0.0,0.46771629913544416,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.5799512035294118,0.0,0.0,0.0,0.0,0.0,0.0,0.5756137425463137,0.0,0.5764767305942303,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.6565930545883473,0.0,0.0,0.3764987323403533,0.4366108317522514,0.0,0.0,0.21722746280575506,0.0,0.4351062815129566,0.0,0.0,0.0,0.0
0.0,0.31770151419401627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3172241860459023,0.0,0.6323568633592086,0.6313155795866655,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.33604432364731157,0.0,0.2877595422864164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16719158790193192,0.8810877545978967,0.0,0.0,0.0
0.0,0.21749470312214259,0.7617889261093067,0.3724876262801202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4321911870861688,0.0,0.216419574540498,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529987624981588,0.0,0.0,0.7025114355803057,0.0,0.0,0.6179559503343797,0.0,0.0,0.0
0.3535435578508174,0.6143993009989418,0.0,0.0,0.0,0.0,0.0,0.0,0.705351296613395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37467063061151684,0.6581625084170174,0.0,0.6530268226278212,1.0
0.0,0.2897270608030365,0.0,0.0,0.0,0.2900324473479315,0.0,0.0,0.0,0.28929176265300266,0.0,0.8650142691221469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6167751963326532,0.0,0.0,0.0,0.0,0.0,0.0,0.3516559194219935,0.0,0.3504966581507962,0.0,0.0,0.0,0.0,0.0,0.6108015751039069,1.0
0.47967459856949013,0.0,0.0,0.0,0.47805769822496386,0.0,0.0,0.4826569851681164,0.0,0.0,0.4816068087081389,0.2765325173093296,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.8027966452413949,0.0,0.0,0.0,0.5338309757579076,0.0,0.0,0.2655975069734693,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.40952454790996623,0.0,0.0,0.0,0.4099562068871749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8150003393212897,0.0,0.0,0.0,0.0
0.0,0.756508433409391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6539839372495849,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3875903855663576,0.0,0.0,0.0,0.0,0.22130213647181993,0.22093772463905653,0.7751807711327152,0.0,0.38869055983768863,0.0,0.0,
0.0,0.0,0.0,0.0,0.706254632876481,0.0,0.0,0.0,0.0,0.4098842696844056,0.0,0.0,0.4078603345235224,0.0,0.4084718185238106,0.0,0.0,0.0,0.0
0.0,0.3175977627323161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482255328282546,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.37812971110867183,0.0,0.6561280750987387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6530802941783624,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4870730315071605,0.0,0.0,0.0,0.4858291446832937,0.0,0.24211378543497974,0.4834302073226005,0.0,0.4841549893423552,0.0,0.0,0.0,
0.0,0.6644835751541043,0.5818489161660684,0.0,0.0,0.33259198673103063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3305994365831515,0.0,0.0,0.0,0.0
0.0,0.0,0.413331493121828,0.4042087288564134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7046553164382322,0.0,0.4113797094234203,0.0,0.0,0.0,0.0,0.0
0.0,0.2509489953015362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5011439179037199,0.0,0.7492377866120966,0.24933467946698354,0.0,0.24970849411456175,0.0,0.0,0.0,0.0
0.0,0.5010859015654991,0.0,0.0,0.0,0.5016140707042415,0.0,0.0,0.0,0.0,0.0,0.49868366191351343,0.0,0.0,0.49860891354280845,0.0,0.0,0.0,1.0
0.0,0.0,0.503951086127984,0.0,0.0,0.2880646303425072,0.0,0.0,0.0,0.0,0.0,0.5727635372161,0.0,0.0,0.28633884245618657,0.5029950986566494,0.0,0.0,1.0
0.2780810342884761,0.1610860380981176,0.0,0.0,0.8314310132437046,0.0,0.0,0.0,0.2773983767252472,0.0,0.0,0.3206275615056738,0.0,0.0,0.16028975110272392,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.34455803209875413,0.2004808245133124,0.0,0.695745896805891,0.3448746941214623,0.199968836700564,0.0,0.19930962377386463,0.3979628527524078,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.4482058000944911,0.0,0.0,0.0,0.44706117238354376,0.0,0.0,0.0,0.0,0.0,0.0,0.7741110184648636,0.0,
0.0,0.0,0.0,0.0,0.9603824584144277,0.0,0.0,0.0,0.0,0.2786853666231154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.61084693023055,0.0,0.0,0.0,0.0,0.3542227516911753,0.0,0.6146448834762809,0.0,0.0,0.0,0.0,0.35157351610818854,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.6163005564009211,0.0,0.0,0.6272342126974837,0.0,0.0,0.0,0.0,0.0,0.3575416339769514,0.0,0.0,0.31450730766513935,0.0,0.0,1.0
0.6552860561078911,0.3795923546870071,0.0,0.0,0.6530771998268959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.33628699934302947,0.0,0.0,0.1922257790910662,0.6693980515626167,0.0,0.0,0.19173487300850392,0.0,0.19110280398779178,0.0,0.0,0.5732224779876335,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8941589169753117,0.0,0.4477497417012517,0.0,0.0,0.0,1.0
0.0,0.7570263617271249,0.0,0.0,0.0,0.3789121523375447,0.0,0.0,0.0,0.0,0.0,0.3766985631123368,0.37607826447459375,0.0,0.0,0.0,0.0,0.0,
0.0,0.6272544364363648,0.0,0.0,0.0,0.20930519780150703,0.0,0.0,0.0,0.41754134861880093,0.0,0.0,0.623219406258954,0.0,0.0,0.0,0.0,0.0,
0.0,0.27852061594084104,0.0,0.0,0.0,0.27881419034272276,0.0,0.0,0.0,0.0,0.0,0.2771853692986621,0.27672893616136074,0.0,0.831431464822707,0.0,0.0,0.0,0.0
0.0,0.31562590699808685,0.5527498308989159,0.5405499223776644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501397028849634,0.0,0.0,0.0,0.0,0.0
0.0,0.2745352484661018,0.9615770366172728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.22913809904332116,0.3989698930175638,0.0,0.0,0.22855292629958715,0.0,0.0,0.22742437285688819,0.3989698930175638,0.4555306770196977,0.4001023679903169,0.0,0.3969803426254055,1.0
0.0,0.7444133944033838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3704223131590376,0.0,0.0,0.5555501850838862,0.0,0.0,0.0,
0.27974502833105314,0.1620499521184443,0.0,0.0,0.0,0.0,0.0,0.8444530462486541,0.2790582858501986,0.0,0.0,0.16127307370425403,0.0,0.0,0.0,0.0,0.28017682563011426,0.0,1.0
0.5472216296647867,0.0,0.0,0.0,0.0,0.3173272089157102,0.0,0.0,0.5458782623071065,0.0,0.5494259306306486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.6542318565371911,0.0,0.0,0.0,0.6548331206602453,0.0,0.0,0.0,0.0,0.0,0.3783837496223444,0.0,0.0,0.0,0.0
0.0,0.4448902409265696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44422181907357916,0.0,0.0,0.0,0.0,0.0,0.7776500813265946,0.0,0.0,1.0
0.9047304806709424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17443414645742727,0.0,0.3477182212726947,0.17357282186318104,0.0,0.0,0.0,0.0,0.0,
0.0,0.5010859015654991,0.0,0.0,0.0,0.5016140707042415,0.0,0.0,0.0,0.0,0.0,0.49868366191351343,0.0,0.0,0.49860891354280845,0.0,0.0,0.0,
0.0,0.5792287805808056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5764519186895902,0.0,0.0,0.57636551352936,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.6542178136339899,0.0,0.0,0.0,0.6548190648510785,0.0,0.0,0.37843235145996845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6880766932359369,0.0,0.0,0.0,0.688801959848547,0.0,0.0,0.0,0.0,0.0,0.22825933570020557,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3055530139032687,0.1769999330035444,0.0,0.0,0.0,0.3543729992438447,0.0,0.6149055919967307,0.6096058314595111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7571429609689322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780026987329317,0.0,0.3767565832409207,0.0,0.0,0.3767001106854702,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.6347910125917959,0.0,0.0,0.0,0.0,0.0,0.631082589578537,0.31502170205790175,0.0,0.3154939978764618,0.0,0.0,0.0,1.0
0.0,0.40839763715240096,0.0,0.0,0.0,0.8176562166207013,0.0,0.0,0.0,0.0,0.0,0.0,0.40577047870669036,0.0,0.0,0.0,0.0,0.0,1.0
0.5229741649233672,0.3029470760950342,0.0,0.0,0.5212113092083374,0.0,0.0,0.0,0.52169032235578,0.0,0.0,0.30149472735328164,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.7067342168096378,0.0,0.0,0.0,0.7074791493679993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5554272985882056,0.0,0.0,0.0,0.5560127462270491,0.0,0.0,0.0,0.2772964005999635,0.0,0.0,0.0,0.0,0.5526816879817603,0.0,0.0,0.0,1.0
0.0,0.44825848805051005,0.0,0.0,0.0,0.44873097450209026,0.0,0.0,0.0,0.44758500560104697,0.0,0.4461095065865139,0.44537491095404436,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7940194056302766,0.0,0.0,0.4548600329786527,0.0,0.0,0.0,0.0,0.1510975321462058,0.26542440919550125,0.0,0.26335328489264526,
0.0,0.24404870334314502,0.0,0.8359295274789109,0.0,0.24430594265690983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42658722656443065,0.0,0.0,1.0
0.5036097509610094,0.0,0.0,0.0,0.250956084672878,0.14601860379046763,0.0,0.7601114322866105,0.2511867229224041,0.14564570156524614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6554947685866428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538856028893935,0.0,0.0,0.0,0.0,0.0,0.37783624321856435,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3530839968493399,0.6147815882096583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35096867958914124,0.0,0.0,0.6117158457280311,0.0
0.7741319164478794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38862512514884356,0.0,0.22277617053295926,0.0,0.22311016737549488,0.0,0.3876634095399352,0.0,1.0
0.0,0.3551938914370187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3546602331607869,0.0,0.35349106793412766,0.7058179688160517,0.0,0.3534380826783335,0.0,0.0,0.0,0.0
0.0,0.6729821770149221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22399035340719706,0.0,0.0,0.6686529873984365,0.0,0.22321848813196782,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4481289062811649,0.0,0.0,0.0,0.8939689498831863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082732565822966,0.0,0.7059383783378747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2587546239919467,0.0,0.0,0.0,0.2590273640679944,0.0,0.0,0.0,0.7750975804100035,0.0,0.0,0.0,0.0,0.5149510754133163,0.0,0.0,0.0,0.0
0.0,0.27737687019729923,0.4857649980480121,0.4750435320108829,0.0,0.27766923903502033,0.0,0.0,0.0,0.27696012749427246,0.0,0.2760471067494555,0.0,0.0,0.0,0.0,0.0,0.48106024318469154,1.0
0.0,0.0,0.0,0.0,0.0,0.5759831801380424,0.5014442135965889,0.0,0.0,0.0,0.0,0.2863091550328406,0.0,0.0,0.28626623976512455,0.5028675616538444,0.0,0.0,
0.0,0.0,0.0,0.0,0.5455939325592704,0.0,0.0,0.0,0.0,0.0,0.5496444334774494,0.31559885796110176,0.0,0.0,0.0,0.0,0.5482842495963316,0.0,
0.0,0.0,0.0,0.0,0.0,0.4103568288474986,0.0,0.0,0.0,0.0,0.0,0.8159190822282376,0.40728776592730476,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.19189630728805004,0.3341253571921454,0.0,0.0,0.1914062426103862,0.0,0.0,0.0,0.6682507143842908,0.3814933227668029,0.3350737711236338,0.0,0.33245916822133403,1.0
0.0,0.7761982638654423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25749237232313404,0.2570683670748485,0.0,0.5149075528841547,0.0,0.0,0.0,
0.0,0.0,0.0,0.6477492877276002,0.0,0.3786180416928164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6611121226789624,0.0,0.0,0.0
0.32705134369699435,0.37890685602213203,0.0,0.0,0.0,0.5689593636735857,0.0,0.0,0.6524969390989985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.543290358489962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6303707516761035,0.0,0.0,0.5544982432822966,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.4491762472574179,0.0,0.0,0.0,0.44802914121907167,0.0,0.4465521780767002,0.44581685350988054,0.0,0.44648524376484017,0.0,0.0,0.0,1.0
0.653908870277168,0.3787945821608667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6549182039754371,0.0,0.0
0.0,0.5185311115309837,0.0,0.0,0.0,0.2595388343887108,0.0,0.0,0.0,0.0,0.0,0.0,0.7727932223750474,0.0,0.25798394382166945,0.0,0.0,0.0,1.0
0.33253772251544866,0.1926315628652878,0.0,0.0,0.0,0.0,0.0,0.33460528258664163,0.3317213799269837,0.0,0.6677544810309011,0.1917080741439064,0.0,0.0,0.19167933876056084,0.0,0.3330510073851557,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457659872518672,0.3164517183828332,0.5493129258986948,0.0,0.0,0.0,0.0,0.0,0.5479535623865968,0.0,1.0
